       sample #	     V5
          11190	    908
          11191	    917
          11192	    923
          11193	    930
          11194	    932
          11195	    933
          11196	    937
          11197	    936
          11198	    939
          11199	    940
          11200	    942
          11201	    944
          11202	    943
          11203	    943
          11204	    945
          11205	    946
          11206	    945
          11207	    945
          11208	    950
          11209	    954
          11210	    957
          11211	    960
          11212	    959
          11213	    960
          11214	    962
          11215	    964
          11216	    969
          11217	    971
          11218	    971
          11219	    968
          11220	    970
          11221	    971
          11222	    972
          11223	    973
          11224	    972
          11225	    971
          11226	    972
          11227	    974
          11228	    978
          11229	    978
          11230	    978
          11231	    977
          11232	    980
          11233	    982
          11234	    980
          11235	    983
          11236	    984
          11237	    981
          11238	    982
          11239	    987
          11240	    987
          11241	    986
          11242	    987
          11243	    986
          11244	    987
          11245	    989
          11246	    989
          11247	    990
          11248	    988
          11249	    987
          11250	    992
          11251	    993
          11252	    995
          11253	    997
          11254	    996
          11255	    994
          11256	    996
          11257	    997
          11258	    996
          11259	   1000
          11260	   1000
          11261	    998
          11262	   1001
          11263	   1003
          11264	   1005
          11265	   1004
          11266	   1003
          11267	   1000
          11268	   1003
          11269	   1007
          11270	   1009
          11271	   1011
          11272	   1008
          11273	   1008
          11274	   1008
          11275	   1010
          11276	   1011
          11277	   1011
          11278	   1009
          11279	   1005
          11280	   1006
          11281	   1007
          11282	   1009
          11283	   1009
          11284	   1004
          11285	   1003
          11286	   1000
          11287	   1000
          11288	   1001
          11289	   1001
          11290	    997
          11291	    994
          11292	    996
          11293	    996
          11294	    997
          11295	    997
          11296	    993
          11297	    992
          11298	    988
          11299	    989
          11300	    990
          11301	    988
          11302	    985
          11303	    986
          11304	    988
          11305	    987
          11306	    989
          11307	    987
          11308	    987
          11309	    987
          11310	    986
          11311	    986
          11312	    985
          11313	    982
          11314	    982
          11315	    979
          11316	    977
          11317	    977
          11318	    978
          11319	    975
          11320	    973
          11321	    968
          11322	    968
          11323	    970
          11324	    968
          11325	    966
          11326	    964
          11327	    961
          11328	    961
          11329	    963
          11330	    964
          11331	    965
          11332	    961
          11333	    960
          11334	    960
          11335	    961
          11336	    963
          11337	    961
          11338	    960
          11339	    958
          11340	    959
          11341	    959
          11342	    960
          11343	    958
          11344	    959
          11345	    955
          11346	    956
          11347	    955
          11348	    956
          11349	    954
          11350	    955
          11351	    956
          11352	    954
          11353	    952
          11354	    952
          11355	    952
          11356	    950
          11357	    946
          11358	    949
          11359	    949
          11360	    951
          11361	    953
          11362	    946
          11363	    944
          11364	    947
          11365	    950
          11366	    952
          11367	    949
          11368	    946
          11369	    944
          11370	    943
          11371	    946
          11372	    946
          11373	    945
          11374	    945
          11375	    944
          11376	    948
          11377	    946
          11378	    947
          11379	    946
          11380	    946
          11381	    942
          11382	    944
          11383	    946
          11384	    947
          11385	    947
          11386	    944
          11387	    942
          11388	    942
          11389	    944
          11390	    946
          11391	    945
          11392	    943
          11393	    942
          11394	    944
          11395	    947
          11396	    948
          11397	    948
          11398	    946
          11399	    942
          11400	    945
          11401	    947
          11402	    949
          11403	    947
          11404	    946
          11405	    944
          11406	    946
          11407	    948
          11408	    948
          11409	    947
          11410	    942
          11411	    943
          11412	    943
          11413	    944
          11414	    948
          11415	    947
          11416	    946
          11417	    943
          11418	    944
          11419	    948
          11420	    956
          11421	    963
          11422	    975
          11423	    988
          11424	   1003
          11425	   1019
          11426	   1032
          11427	   1047
          11428	   1056
          11429	   1075
          11430	   1138
          11431	   1253
          11432	   1324
          11433	   1316
          11434	   1288
          11435	   1275
          11436	   1264
          11437	   1233
          11438	   1183
          11439	   1131
          11440	   1087
          11441	   1049
          11442	   1014
          11443	    980
          11444	    952
          11445	    936
          11446	    925
          11447	    923
          11448	    924
          11449	    928
          11450	    930
          11451	    931
          11452	    928
          11453	    928
          11454	    930
          11455	    931
          11456	    932
          11457	    930
          11458	    929
          11459	    923
          11460	    925
          11461	    925
          11462	    925
          11463	    926
          11464	    927
          11465	    924
          11466	    922
          11467	    924
          11468	    924
          11469	    926
          11470	    923
          11471	    919
          11472	    921
          11473	    922
          11474	    921
          11475	    920
          11476	    918
          11477	    914
          11478	    912
          11479	    915
          11480	    913
          11481	    912
          11482	    912
          11483	    912
          11484	    913
          11485	    914
          11486	    917
          11487	    914
          11488	    910
          11489	    906
          11490	    907
          11491	    909
          11492	    910
          11493	    910
          11494	    906
          11495	    904
          11496	    903
          11497	    902
          11498	    903
          11499	    902
          11500	    900
          11501	    898
          11502	    899
          11503	    899
          11504	    897
          11505	    892
          11506	    892
          11507	    891
          11508	    893
          11509	    895
          11510	    895
          11511	    896
          11512	    893
          11513	    892
          11514	    898
          11515	    901
          11516	    899
          11517	    897
          11518	    895
          11519	    894
          11520	    894
          11521	    895
          11522	    898
          11523	    896
          11524	    897
          11525	    895
          11526	    900
          11527	    904
          11528	    905
          11529	    904
          11530	    906
          11531	    907
          11532	    910
          11533	    914
          11534	    915
          11535	    914
          11536	    917
          11537	    922
          11538	    925
          11539	    930
          11540	    931
          11541	    930
          11542	    931
          11543	    932
          11544	    934
          11545	    935
          11546	    936
          11547	    939
          11548	    939
          11549	    939
          11550	    944
          11551	    947
          11552	    948
          11553	    947
          11554	    947
          11555	    947
          11556	    947
          11557	    952
          11558	    954
          11559	    954
          11560	    951
          11561	    950
          11562	    952
          11563	    953
          11564	    953
          11565	    954
          11566	    952
          11567	    949
          11568	    954
          11569	    954
          11570	    956
          11571	    951
          11572	    954
          11573	    951
          11574	    948
          11575	    951
          11576	    951
          11577	    950
          11578	    947
          11579	    945
          11580	    946
          11581	    946
          11582	    948
          11583	    950
          11584	    947
          11585	    947
          11586	    950
          11587	    950
          11588	    948
          11589	    947
          11590	    946
          11591	    947
          11592	    943
          11593	    944
          11594	    942
          11595	    943
          11596	    943
          11597	    941
          11598	    944
          11599	    947
          11600	    947
          11601	    945
          11602	    941
          11603	    939
          11604	    939
          11605	    939
          11606	    941
          11607	    944
          11608	    945
          11609	    944
          11610	    943
          11611	    944
          11612	    946
          11613	    946
          11614	    946
          11615	    944
          11616	    942
          11617	    943
          11618	    944
          11619	    943
          11620	    941
          11621	    939
          11622	    945
          11623	    947
          11624	    946
          11625	    943
          11626	    942
          11627	    943
          11628	    945
          11629	    946
          11630	    946
          11631	    945
          11632	    944
          11633	    946
          11634	    950
          11635	    952
          11636	    952
          11637	    949
          11638	    948
          11639	    948
          11640	    950
          11641	    953
          11642	    956
          11643	    956
          11644	    955
          11645	    956
          11646	    958
          11647	    960
          11648	    962
          11649	    961
          11650	    962
          11651	    961
          11652	    962
          11653	    968
          11654	    967
          11655	    969
          11656	    966
          11657	    966
          11658	    968
          11659	    971
          11660	    970
          11661	    968
          11662	    966
          11663	    961
          11664	    964
          11665	    962
          11666	    963
          11667	    960
          11668	    958
          11669	    958
          11670	    957
          11671	    960
          11672	    963
          11673	    957
          11674	    952
          11675	    947
          11676	    950
          11677	    956
          11678	    954
          11679	    953
          11680	    950
          11681	    951
          11682	    952
          11683	    956
          11684	    959
          11685	    962
          11686	    958
          11687	    954
          11688	    955
          11689	    954
          11690	    955
          11691	    955
          11692	    954
          11693	    952
          11694	    953
          11695	    957
          11696	    961
          11697	    960
          11698	    957
          11699	    957
          11700	    960
          11701	    961
          11702	    960
          11703	    962
          11704	    959
          11705	    959
          11706	    960
          11707	    963
          11708	    966
          11709	    966
          11710	    963
          11711	    964
          11712	    971
          11713	    985
          11714	   1003
          11715	   1032
          11716	   1085
          11717	   1179
          11718	   1240
          11719	   1206
          11720	   1147
          11721	   1130
          11722	   1153
          11723	   1187
          11724	   1218
          11725	   1246
          11726	   1268
          11727	   1275
          11728	   1261
          11729	   1222
          11730	   1176
          11731	   1135
          11732	   1102
          11733	   1064
          11734	   1025
          11735	    980
          11736	    952
          11737	    942
          11738	    941
          11739	    939
          11740	    933
          11741	    932
          11742	    934
          11743	    937
          11744	    940
          11745	    942
          11746	    944
          11747	    945
          11748	    947
          11749	    946
          11750	    944
          11751	    944
          11752	    943
          11753	    943
          11754	    942
          11755	    946
          11756	    942
          11757	    939
          11758	    936
          11759	    938
          11760	    938
          11761	    940
          11762	    938
          11763	    936
          11764	    935
          11765	    932
          11766	    931
          11767	    932
          11768	    933
          11769	    934
          11770	    931
          11771	    928
          11772	    932
          11773	    932
          11774	    930
          11775	    928
          11776	    928
          11777	    927
          11778	    926
          11779	    928
          11780	    928
          11781	    927
          11782	    924
          11783	    922
          11784	    926
          11785	    927
          11786	    926
          11787	    924
          11788	    925
          11789	    921
          11790	    922
          11791	    924
          11792	    924
          11793	    925
          11794	    923
          11795	    920
          11796	    922
          11797	    923
          11798	    923
          11799	    920
          11800	    919
          11801	    915
          11802	    920
          11803	    923
          11804	    923
          11805	    921
          11806	    921
          11807	    922
          11808	    923
          11809	    925
          11810	    925
          11811	    925
          11812	    924
          11813	    924
          11814	    927
          11815	    925
          11816	    926
          11817	    924
          11818	    927
          11819	    928
          11820	    930
          11821	    933
          11822	    932
          11823	    934
          11824	    934
          11825	    936
          11826	    940
          11827	    941
          11828	    940
          11829	    942
          11830	    944
          11831	    946
          11832	    946
          11833	    950
          11834	    952
          11835	    951
          11836	    949
          11837	    951
          11838	    955
          11839	    960
          11840	    960
          11841	    962
          11842	    960
          11843	    961
          11844	    964
          11845	    965
          11846	    968
          11847	    969
          11848	    967
          11849	    968
          11850	    970
          11851	    973
          11852	    976
          11853	    973
          11854	    971
          11855	    973
          11856	    974
          11857	    978
          11858	    977
          11859	    973
          11860	    971
          11861	    969
          11862	    969
          11863	    970
          11864	    971
          11865	    971
          11866	    967
          11867	    966
          11868	    967
          11869	    966
          11870	    967
          11871	    968
          11872	    967
          11873	    965
          11874	    965
          11875	    965
          11876	    967
          11877	    968
          11878	    965
          11879	    968
          11880	    966
          11881	    968
          11882	    964
          11883	    962
          11884	    961
          11885	    962
          11886	    961
          11887	    961
          11888	    963
          11889	    961
          11890	    959
          11891	    960
          11892	    962
          11893	    962
          11894	    961
          11895	    959
          11896	    960
          11897	    962
          11898	    963
          11899	    965
          11900	    963
          11901	    962
          11902	    960
          11903	    957
          11904	    959
          11905	    961
          11906	    964
          11907	    964
          11908	    963
          11909	    965
          11910	    966
          11911	    965
          11912	    964
          11913	    963
          11914	    962
          11915	    964
          11916	    964
          11917	    963
          11918	    963
          11919	    963
          11920	    961
          11921	    964
          11922	    968
          11923	    968
          11924	    968
          11925	    963
          11926	    961
          11927	    957
          11928	    959
          11929	    963
          11930	    966
          11931	    968
          11932	    965
          11933	    960
          11934	    964
          11935	    967
          11936	    965
          11937	    966
          11938	    965
          11939	    967
          11940	    966
          11941	    966
          11942	    964
          11943	    962
          11944	    962
          11945	    961
          11946	    963
          11947	    965
          11948	    965
          11949	    966
          11950	    964
          11951	    963
          11952	    966
          11953	    966
          11954	    963
          11955	    961
          11956	    957
          11957	    958
          11958	    963
          11959	    965
          11960	    963
          11961	    961
          11962	    956
          11963	    954
          11964	    958
          11965	    958
          11966	    959
          11967	    957
          11968	    955
          11969	    955
          11970	    955
          11971	    957
          11972	    960
          11973	    957
          11974	    957
          11975	    959
          11976	    959
          11977	    961
          11978	    964
          11979	    967
          11980	    970
          11981	    968
          11982	    968
          11983	    968
          11984	    970
          11985	    970
          11986	    972
          11987	    972
          11988	    977
          11989	    980
          11990	    977
          11991	    979
          11992	    978
          11993	    973
          11994	    972
          11995	    971
          11996	    971
          11997	    972
          11998	    974
          11999	    974
          12000	    977
          12001	    985
          12002	   1005
          12003	   1066
          12004	   1155
          12005	   1172
          12006	   1099
          12007	   1028
          12008	   1010
          12009	   1015
          12010	   1021
          12011	   1015
          12012	   1010
          12013	   1007
          12014	   1006
          12015	   1008
          12016	   1008
          12017	   1007
          12018	   1007
          12019	   1009
          12020	   1007
          12021	   1005
          12022	   1000
          12023	    998
          12024	    995
          12025	    989
          12026	    981
          12027	    974
          12028	    967
          12029	    958
          12030	    945
          12031	    928
          12032	    916
          12033	    904
          12034	    893
          12035	    880
          12036	    871
          12037	    863
          12038	    861
          12039	    852
          12040	    843
          12041	    839
          12042	    846
          12043	    852
          12044	    859
          12045	    864
          12046	    867
          12047	    867
          12048	    870
          12049	    878
          12050	    887
          12051	    898
          12052	    913
          12053	    923
          12054	    933
          12055	    941
          12056	    952
          12057	    958
          12058	    961
          12059	    958
          12060	    956
          12061	    953
          12062	    951
          12063	    948
          12064	    945
          12065	    941
          12066	    944
          12067	    948
          12068	    949
          12069	    953
          12070	    954
          12071	    957
          12072	    960
          12073	    966
          12074	    967
          12075	    967
          12076	    965
          12077	    966
          12078	    968
          12079	    973
          12080	    976
          12081	    975
          12082	    974
          12083	    974
          12084	    976
          12085	    979
          12086	    979
          12087	    978
          12088	    977
          12089	    976
          12090	    979
          12091	    983
          12092	    981
          12093	    985
          12094	    983
          12095	    983
          12096	    984
          12097	    985
          12098	    986
          12099	    986
          12100	    985
          12101	    983
          12102	    988
          12103	    988
          12104	    988
          12105	    987
          12106	    985
          12107	    985
          12108	    989
          12109	    990
          12110	    989
          12111	    989
          12112	    989
          12113	    989
          12114	    992
          12115	    991
          12116	    993
          12117	    992
          12118	    993
          12119	    993
          12120	    994
          12121	    998
          12122	    999
          12123	    999
          12124	    995
          12125	    993
          12126	    996
          12127	    997
          12128	    996
          12129	    996
          12130	    995
          12131	    996
          12132	    998
          12133	    999
          12134	   1000
          12135	    999
          12136	    999
          12137	    997
          12138	    998
          12139	    998
          12140	   1000
          12141	    998
          12142	    999
          12143	    997
          12144	    997
          12145	    999
          12146	    995
          12147	    998
          12148	    997
          12149	    997
          12150	    997
          12151	    997
          12152	    996
          12153	    993
          12154	    987
          12155	    988
          12156	    987
          12157	    989
          12158	    988
          12159	    983
          12160	    982
          12161	    979
          12162	    980
          12163	    980
          12164	    983
          12165	    980
          12166	    975
          12167	    972
          12168	    973
          12169	    974
          12170	    974
          12171	    972
          12172	    971
          12173	    969
          12174	    966
          12175	    969
          12176	    969
          12177	    968
          12178	    968
          12179	    965
          12180	    969
          12181	    971
          12182	    969
          12183	    967
          12184	    966
          12185	    968
          12186	    966
          12187	    968
          12188	    969
          12189	    968
          12190	    967
          12191	    963
          12192	    965
          12193	    968
          12194	    964
          12195	    965
          12196	    963
          12197	    964
          12198	    964
          12199	    965
          12200	    966
          12201	    963
          12202	    964
          12203	    961
          12204	    966
          12205	    966
          12206	    967
          12207	    965
          12208	    964
          12209	    963
          12210	    963
          12211	    967
          12212	    967
          12213	    969
          12214	    965
          12215	    961
          12216	    961
          12217	    962
          12218	    963
          12219	    963
          12220	    962
          12221	    962
          12222	    961
          12223	    961
          12224	    960
          12225	    961
          12226	    959
          12227	    957
          12228	    958
          12229	    960
          12230	    959
          12231	    959
          12232	    956
          12233	    954
          12234	    955
          12235	    957
          12236	    955
          12237	    957
          12238	    952
          12239	    952
          12240	    957
          12241	    956
          12242	    955
          12243	    954
          12244	    952
          12245	    952
          12246	    954
          12247	    953
          12248	    953
          12249	    950
          12250	    950
          12251	    949
          12252	    951
          12253	    954
          12254	    954
          12255	    956
          12256	    951
          12257	    947
          12258	    947
          12259	    950
          12260	    950
          12261	    949
          12262	    949
          12263	    948
          12264	    951
          12265	    952
          12266	    955
          12267	    954
          12268	    952
          12269	    947
          12270	    950
          12271	    952
          12272	    955
          12273	    954
          12274	    953
          12275	    951
          12276	    953
          12277	    954
          12278	    955
          12279	    957
          12280	    961
          12281	    971
          12282	    993
          12283	   1051
          12284	   1141
          12285	   1172
          12286	   1104
          12287	   1027
          12288	   1001
          12289	   1006
          12290	   1011
          12291	   1006
          12292	    996
          12293	    992
          12294	    995
          12295	   1002
          12296	   1003
          12297	    999
          12298	    995
          12299	    994
          12300	    996
          12301	    998
          12302	    993
          12303	    989
          12304	    987
          12305	    985
          12306	    978
          12307	    974
          12308	    972
          12309	    965
          12310	    953
          12311	    936
          12312	    920
          12313	    900
          12314	    884
          12315	    873
          12316	    860
          12317	    850
          12318	    846
          12319	    844
          12320	    841
          12321	    834
          12322	    830
          12323	    829
          12324	    832
          12325	    834
          12326	    837
          12327	    841
          12328	    847
          12329	    851
          12330	    862
          12331	    873
          12332	    886
          12333	    893
          12334	    898
          12335	    906
          12336	    918
          12337	    932
          12338	    940
          12339	    942
          12340	    944
          12341	    947
          12342	    951
          12343	    953
          12344	    952
          12345	    953
          12346	    953
          12347	    954
          12348	    955
          12349	    959
          12350	    959
          12351	    956
          12352	    956
          12353	    956
          12354	    960
          12355	    962
          12356	    962
          12357	    965
          12358	    967
          12359	    969
          12360	    973
          12361	    976
          12362	    978
          12363	    978
          12364	    980
          12365	    980
          12366	    983
          12367	    987
          12368	    986
          12369	    985
          12370	    985
          12371	    985
          12372	    986
          12373	    988
          12374	    992
          12375	    994
          12376	    992
          12377	    992
          12378	    993
          12379	    995
          12380	    994
          12381	    996
          12382	    994
          12383	    995
          12384	    997
          12385	    999
          12386	   1000
          12387	   1000
          12388	    999
          12389	   1000
          12390	   1002
          12391	   1003
          12392	   1002
          12393	   1003
          12394	   1002
          12395	   1004
          12396	   1005
          12397	   1008
          12398	   1008
          12399	   1004
          12400	   1005
          12401	   1002
          12402	   1005
          12403	   1007
          12404	   1009
          12405	   1006
          12406	   1007
          12407	   1007
          12408	   1007
          12409	   1010
          12410	   1008
          12411	   1006
          12412	   1009
          12413	   1006
          12414	   1011
          12415	   1012
          12416	   1013
          12417	   1012
          12418	   1012
          12419	   1011
          12420	   1015
          12421	   1018
          12422	   1015
          12423	   1016
          12424	   1010
          12425	   1005
          12426	   1008
          12427	   1010
          12428	   1009
          12429	   1009
          12430	   1006
          12431	   1003
          12432	   1002
          12433	   1004
          12434	   1005
          12435	   1002
          12436	   1002
          12437	   1003
          12438	   1002
          12439	   1002
          12440	    997
          12441	    989
          12442	    987
          12443	    984
          12444	    984
          12445	    986
          12446	    987
          12447	    985
          12448	    986
          12449	    982
          12450	    984
          12451	    986
          12452	    986
          12453	    981
          12454	    979
          12455	    977
          12456	    978
          12457	    982
          12458	    983
          12459	    981
          12460	    980
          12461	    977
          12462	    978
          12463	    979
          12464	    980
          12465	    983
          12466	    982
          12467	    979
          12468	    980
          12469	    979
          12470	    977
          12471	    976
          12472	    973
          12473	    971
          12474	    974
          12475	    976
          12476	    976
          12477	    976
          12478	    973
          12479	    974
          12480	    975
          12481	    978
          12482	    979
          12483	    977
          12484	    973
          12485	    972
          12486	    970
          12487	    972
          12488	    974
          12489	    973
          12490	    970
          12491	    971
          12492	    972
          12493	    975
          12494	    973
          12495	    974
          12496	    974
          12497	    977
          12498	    976
          12499	    977
          12500	    974
          12501	    970
          12502	    970
          12503	    968
          12504	    969
          12505	    973
          12506	    972
          12507	    971
          12508	    971
          12509	    972
          12510	    972
          12511	    971
          12512	    969
          12513	    961
          12514	    962
          12515	    962
          12516	    966
          12517	    966
          12518	    967
          12519	    967
          12520	    965
          12521	    965
          12522	    967
          12523	    969
          12524	    967
          12525	    966
          12526	    966
          12527	    960
          12528	    964
          12529	    965
          12530	    965
          12531	    962
          12532	    963
          12533	    961
          12534	    962
          12535	    964
          12536	    963
          12537	    964
          12538	    962
          12539	    963
          12540	    962
          12541	    964
          12542	    967
          12543	    966
          12544	    964
          12545	    964
          12546	    965
          12547	    968
          12548	    967
          12549	    966
          12550	    964
          12551	    963
          12552	    966
          12553	    969
          12554	    971
          12555	    971
          12556	    969
          12557	    968
          12558	    967
          12559	    969
          12560	    969
          12561	    968
          12562	    967
          12563	    966
          12564	    970
          12565	    975
          12566	    978
          12567	    980
          12568	    982
          12569	    987
          12570	   1008
          12571	   1053
          12572	   1133
          12573	   1188
          12574	   1151
          12575	   1076
          12576	   1026
          12577	   1021
          12578	   1027
          12579	   1027
          12580	   1019
          12581	   1014
          12582	   1012
          12583	   1016
          12584	   1014
          12585	   1013
          12586	   1009
          12587	   1004
          12588	   1001
          12589	   1003
          12590	   1001
          12591	    999
          12592	    993
          12593	    989
          12594	    988
          12595	    984
          12596	    975
          12597	    964
          12598	    958
          12599	    949
          12600	    944
          12601	    941
          12602	    929
          12603	    911
          12604	    893
          12605	    879
          12606	    870
          12607	    863
          12608	    850
          12609	    837
          12610	    827
          12611	    828
          12612	    828
          12613	    832
          12614	    835
          12615	    833
          12616	    830
          12617	    832
          12618	    836
          12619	    841
          12620	    845
          12621	    848
          12622	    853
          12623	    854
          12624	    864
          12625	    876
          12626	    889
          12627	    900
          12628	    907
          12629	    911
          12630	    922
          12631	    935
          12632	    950
          12633	    955
          12634	    958
          12635	    962
          12636	    967
          12637	    972
          12638	    976
          12639	    977
          12640	    978
          12641	    982
          12642	    987
          12643	    990
          12644	    992
          12645	    991
          12646	    990
          12647	    989
          12648	    992
          12649	    990
          12650	    988
          12651	    986
          12652	    988
          12653	    989
          12654	    993
          12655	    994
          12656	    994
          12657	    995
          12658	    996
          12659	    995
          12660	   1002
          12661	   1007
          12662	   1006
          12663	   1003
          12664	   1004
          12665	   1005
          12666	   1007
          12667	   1008
          12668	   1012
          12669	   1011
          12670	   1008
          12671	   1005
          12672	   1010
          12673	   1014
          12674	   1014
          12675	   1013
          12676	   1009
          12677	   1005
          12678	   1009
          12679	   1012
          12680	   1013
          12681	   1012
          12682	   1010
          12683	   1010
          12684	   1014
          12685	   1019
          12686	   1019
          12687	   1020
          12688	   1017
          12689	   1018
          12690	   1020
          12691	   1020
          12692	   1021
          12693	   1024
          12694	   1021
          12695	   1020
          12696	   1023
          12697	   1024
          12698	   1026
          12699	   1024
          12700	   1024
          12701	   1022
          12702	   1027
          12703	   1029
          12704	   1029
          12705	   1029
          12706	   1027
          12707	   1029
          12708	   1030
          12709	   1034
          12710	   1036
          12711	   1035
          12712	   1033
          12713	   1032
          12714	   1035
          12715	   1036
          12716	   1037
          12717	   1035
          12718	   1036
          12719	   1034
          12720	   1038
          12721	   1041
          12722	   1042
          12723	   1043
          12724	   1040
          12725	   1042
          12726	   1042
          12727	   1043
          12728	   1044
          12729	   1042
          12730	   1040
          12731	   1040
          12732	   1042
          12733	   1041
          12734	   1042
          12735	   1040
          12736	   1040
          12737	   1036
          12738	   1039
          12739	   1039
          12740	   1037
          12741	   1035
          12742	   1034
          12743	   1030
          12744	   1031
          12745	   1029
          12746	   1027
          12747	   1026
          12748	   1024
          12749	   1023
          12750	   1023
          12751	   1025
          12752	   1023
          12753	   1020
          12754	   1014
          12755	   1009
          12756	   1009
          12757	   1015
          12758	   1014
          12759	   1012
          12760	   1008
          12761	   1006
          12762	   1008
          12763	   1008
          12764	   1007
          12765	   1003
          12766	   1003
          12767	   1002
          12768	   1003
          12769	   1003
          12770	   1001
          12771	   1000
          12772	    998
          12773	    994
          12774	    996
          12775	    995
          12776	    997
          12777	    995
          12778	    996
          12779	    993
          12780	    994
          12781	    994
          12782	    991
          12783	    990
          12784	    990
          12785	    990
          12786	    992
          12787	    995
          12788	    996
          12789	    993
          12790	    992
          12791	    990
          12792	    991
          12793	    990
          12794	    987
          12795	    990
          12796	    987
          12797	    986
          12798	    987
          12799	    995
          12800	    993
          12801	    990
          12802	    989
          12803	    987
          12804	    987
          12805	    988
          12806	    986
          12807	    985
          12808	    982
          12809	    982
          12810	    984
          12811	    987
          12812	    985
          12813	    987
          12814	    984
          12815	    980
          12816	    982
          12817	    983
          12818	    984
          12819	    982
          12820	    978
          12821	    979
          12822	    979
          12823	    981
          12824	    981
          12825	    980
          12826	    977
          12827	    978
          12828	    978
          12829	    981
          12830	    979
          12831	    977
          12832	    978
          12833	    976
          12834	    978
          12835	    980
          12836	    980
          12837	    979
          12838	    977
          12839	    976
          12840	    975
          12841	    978
          12842	    975
          12843	    975
          12844	    977
          12845	    975
          12846	    978
          12847	    978
          12848	    978
          12849	    976
          12850	    973
          12851	    973
          12852	    974
          12853	    975
          12854	    975
          12855	    972
          12856	    973
          12857	    972
          12858	    973
          12859	    977
          12860	    974
          12861	    973
          12862	    973
          12863	    971
          12864	    971
          12865	    973
          12866	    974
          12867	    976
          12868	    974
          12869	    974
          12870	    973
          12871	    974
          12872	    975
          12873	    976
          12874	    975
          12875	    976
          12876	    980
          12877	    984
          12878	    988
          12879	    995
          12880	   1006
          12881	   1050
          12882	   1141
          12883	   1199
          12884	   1156
          12885	   1072
          12886	   1030
          12887	   1023
          12888	   1033
          12889	   1034
          12890	   1028
          12891	   1024
          12892	   1019
          12893	   1016
          12894	   1019
          12895	   1019
          12896	   1017
          12897	   1015
          12898	   1012
          12899	   1012
          12900	   1010
          12901	   1012
          12902	   1008
          12903	   1005
          12904	   1001
          12905	    994
          12906	    989
          12907	    983
          12908	    975
          12909	    967
          12910	    955
          12911	    941
          12912	    925
          12913	    910
          12914	    898
          12915	    885
          12916	    871
          12917	    859
          12918	    850
          12919	    848
          12920	    846
          12921	    843
          12922	    838
          12923	    832
          12924	    832
          12925	    836
          12926	    835
          12927	    837
          12928	    841
          12929	    843
          12930	    852
          12931	    856
          12932	    859
          12933	    868
          12934	    879
          12935	    889
          12936	    900
          12937	    909
          12938	    915
          12939	    923
          12940	    932
          12941	    938
          12942	    947
          12943	    953
          12944	    957
          12945	    963
          12946	    965
          12947	    964
          12948	    965
          12949	    967
          12950	    972
          12951	    975
          12952	    973
          12953	    975
          12954	    976
          12955	    978
          12956	    979
          12957	    978
          12958	    974
          12959	    976
          12960	    983
          12961	    986
          12962	    987
          12963	    988
          12964	    987
          12965	    989
          12966	    993
          12967	    999
          12968	   1002
          12969	   1005
          12970	   1004
          12971	   1004
          12972	   1007
          12973	   1008
          12974	   1008
          12975	   1007
          12976	   1006
          12977	   1006
          12978	   1008
          12979	   1010
          12980	   1011
          12981	   1011
          12982	   1007
          12983	   1006
          12984	   1010
          12985	   1012
          12986	   1013
          12987	   1014
          12988	   1010
          12989	   1014
          12990	   1015
          12991	   1017
          12992	   1020
          12993	   1019
          12994	   1022
          12995	   1022
          12996	   1024
          12997	   1027
          12998	   1028
          12999	   1027
          13000	   1028
          13001	   1027
          13002	   1030
          13003	   1033
          13004	   1037
          13005	   1037
          13006	   1036
          13007	   1039
          13008	   1041
          13009	   1044
          13010	   1043
          13011	   1042
          13012	   1039
          13013	   1036
          13014	   1036
          13015	   1037
          13016	   1036
          13017	   1037
          13018	   1037
          13019	   1037
          13020	   1038
          13021	   1039
          13022	   1035
          13023	   1033
          13024	   1032
          13025	   1031
          13026	   1035
          13027	   1038
          13028	   1039
          13029	   1038
          13030	   1037
          13031	   1035
          13032	   1037
          13033	   1038
          13034	   1041
          13035	   1039
          13036	   1036
          13037	   1037
          13038	   1038
          13039	   1042
          13040	   1041
          13041	   1038
          13042	   1036
          13043	   1034
          13044	   1034
          13045	   1034
          13046	   1033
          13047	   1032
          13048	   1029
          13049	   1029
          13050	   1028
          13051	   1028
          13052	   1027
          13053	   1023
          13054	   1022
          13055	   1020
          13056	   1023
          13057	   1021
          13058	   1020
          13059	   1018
          13060	   1014
          13061	   1010
          13062	   1013
          13063	   1013
          13064	   1010
